Series_Title,Released_Year,Genre_Id
Serbuan maut 2: Berandal,2014,2
Serbuan maut 2: Berandal,2014,1
Serbuan maut 2: Berandal,2014,11
The Imitation Game,2014,4
The Imitation Game,2014,0
The Imitation Game,2014,11
Guardians of the Galaxy,2014,2
Guardians of the Galaxy,2014,3
Guardians of the Galaxy,2014,10
Blade Runner 2049,2017,2
Blade Runner 2049,2017,0
Blade Runner 2049,2017,15
Her,2013,0
Her,2013,7
Her,2013,6
Bohemian Rhapsody,2018,4
Bohemian Rhapsody,2018,0
Bohemian Rhapsody,2018,16
The Revenant,2015,2
The Revenant,2015,3
The Revenant,2015,0
The Perks of Being a Wallflower,2012,0
The Perks of Being a Wallflower,2012,7
Tropa de Elite 2: O Inimigo Agora é Outro,2010,2
Tropa de Elite 2: O Inimigo Agora é Outro,2010,1
Tropa de Elite 2: O Inimigo Agora é Outro,2010,0
The King's Speech,2010,4
The King's Speech,2010,0
The King's Speech,2010,5
The Help,2011,0
Deadpool,2016,2
Deadpool,2016,3
Deadpool,2016,10
Darbareye Elly,2009,0
Darbareye Elly,2009,15
Dev.D,2009,0
Dev.D,2009,7
Yip Man,2008,2
Yip Man,2008,4
Yip Man,2008,0
My Name Is Khan,2010,0
Nefes: Vatan Sagolsun,2009,2
Nefes: Vatan Sagolsun,2009,0
Nefes: Vatan Sagolsun,2009,11
Slumdog Millionaire,2008,0
Slumdog Millionaire,2008,7
Black Swan,2010,0
Black Swan,2010,11
Tropa de Elite,2007,2
Tropa de Elite,2007,1
Tropa de Elite,2007,0
The Avengers,2012,2
The Avengers,2012,3
The Avengers,2012,6
Persepolis,2007,12
Persepolis,2007,4
Persepolis,2007,0
Dallas Buyers Club,2013,4
Dallas Buyers Club,2013,0
The Pursuit of Happyness,2006,4
The Pursuit of Happyness,2006,0
Blood Diamond,2006,3
Blood Diamond,2006,0
Blood Diamond,2006,11
The Bourne Ultimatum,2007,2
The Bourne Ultimatum,2007,15
The Bourne Ultimatum,2007,11
Bin-jip,2004,1
Bin-jip,2004,0
Bin-jip,2004,7
Sin City,2005,1
Sin City,2005,11
Le scaphandre et le papillon,2007,4
Le scaphandre et le papillon,2007,0
G.O.R.A.,2004,3
G.O.R.A.,2004,10
G.O.R.A.,2004,6
Ratatouille,2007,12
Ratatouille,2007,3
Ratatouille,2007,10
Casino Royale,2006,2
Casino Royale,2006,3
Casino Royale,2006,11
Kill Bill: Vol. 2,2004,2
Kill Bill: Vol. 2,2004,1
Kill Bill: Vol. 2,2004,11
Vozvrashchenie,2003,0
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003,0
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003,7
Mar adentro,2014,4
Mar adentro,2014,0
Cinderella Man,2005,4
Cinderella Man,2005,0
Cinderella Man,2005,5
Kal Ho Naa Ho,2003,10
Kal Ho Naa Ho,2003,0
Kal Ho Naa Ho,2003,18
Mou gaan dou,2002,2
Mou gaan dou,2002,1
Mou gaan dou,2002,0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,2
Pirates of the Caribbean: The Curse of the Black Pearl,2003,3
Pirates of the Caribbean: The Curse of the Black Pearl,2003,9
Big Fish,2003,3
Big Fish,2003,0
Big Fish,2003,9
The Incredibles,2004,12
The Incredibles,2004,2
The Incredibles,2004,3
Yeopgijeogin geunyeo,2001,10
Yeopgijeogin geunyeo,2001,0
Yeopgijeogin geunyeo,2001,7
Dogville,2003,1
Dogville,2003,0
Vizontele,2001,10
Vizontele,2001,0
Donnie Darko,2001,0
Donnie Darko,2001,15
Donnie Darko,2001,6
Magnolia,1999,0
Dancer in the Dark,2000,1
Dancer in the Dark,2000,0
Dancer in the Dark,2000,18
The Straight Story,1999,4
The Straight Story,1999,0
Pâfekuto burû,1997,12
Pâfekuto burû,1997,1
Pâfekuto burû,1997,15
Festen,1998,0
Central do Brasil,1998,0
The Iron Giant,1999,12
The Iron Giant,1999,2
The Iron Giant,1999,3
Knockin' on Heaven's Door,1997,2
Knockin' on Heaven's Door,1997,1
Knockin' on Heaven's Door,1997,10
Sling Blade,1996,0
Secrets & Lies,1996,10
Secrets & Lies,1996,0
Twelve Monkeys,1995,15
Twelve Monkeys,1995,6
Twelve Monkeys,1995,11
Kôkaku Kidôtai,1995,12
Kôkaku Kidôtai,1995,2
Kôkaku Kidôtai,1995,1
The Nightmare Before Christmas,1993,12
The Nightmare Before Christmas,1993,13
The Nightmare Before Christmas,1993,9
Groundhog Day,1993,10
Groundhog Day,1993,9
Groundhog Day,1993,7
Bound by Honor,1993,1
Bound by Honor,1993,0
Scent of a Woman,1992,0
Aladdin,1992,12
Aladdin,1992,3
Aladdin,1992,10
JFK,1991,0
JFK,1991,5
JFK,1991,11
Beauty and the Beast,1991,12
Beauty and the Beast,1991,13
Beauty and the Beast,1991,9
Dances with Wolves,1990,3
Dances with Wolves,1990,0
Dances with Wolves,1990,8
Do the Right Thing,1989,10
Do the Right Thing,1989,0
Rain Man,1988,0
Akira,1988,12
Akira,1988,2
Akira,1988,6
The Princess Bride,1987,3
The Princess Bride,1987,13
The Princess Bride,1987,9
Der Himmel über Berlin,1987,0
Der Himmel über Berlin,1987,9
Der Himmel über Berlin,1987,7
Au revoir les enfants,1987,0
Au revoir les enfants,1987,14
Tenkû no shiro Rapyuta,1986,12
Tenkû no shiro Rapyuta,1986,3
Tenkû no shiro Rapyuta,1986,0
The Terminator,1984,2
The Terminator,1984,6
Gandhi,1982,4
Gandhi,1982,0
Gandhi,1982,5
Kagemusha,1980,0
Kagemusha,1980,5
Kagemusha,1980,14
Being There,1979,10
Being There,1979,0
Annie Hall,1977,10
Annie Hall,1977,7
Jaws,1975,3
Jaws,1975,11
Dog Day Afternoon,1975,4
Dog Day Afternoon,1975,1
Dog Day Afternoon,1975,0
Young Frankenstein,1974,10
Papillon,1973,4
Papillon,1973,1
Papillon,1973,0
The Exorcist,1973,17
Sleuth,1972,15
Sleuth,1972,11
The Last Picture Show,1971,0
The Last Picture Show,1971,7
Fiddler on the Roof,1971,0
Fiddler on the Roof,1971,13
Fiddler on the Roof,1971,18
Il conformista,1970,0
Butch Cassidy and the Sundance Kid,1969,4
Butch Cassidy and the Sundance Kid,1969,1
Butch Cassidy and the Sundance Kid,1969,0
Rosemary's Baby,1968,0
Rosemary's Baby,1968,17
Planet of the Apes,1968,3
Planet of the Apes,1968,6
The Graduate,1967,10
The Graduate,1967,0
The Graduate,1967,7
Who's Afraid of Virginia Woolf?,1966,0
The Sound of Music,1965,4
The Sound of Music,1965,0
The Sound of Music,1965,13
Doctor Zhivago,1965,0
Doctor Zhivago,1965,7
Doctor Zhivago,1965,14
Per un pugno di dollari,1964,2
Per un pugno di dollari,1964,0
Per un pugno di dollari,1964,8
8½,1963,0
Vivre sa vie: Film en douze tableaux,1962,0
The Hustler,1961,0
The Hustler,1961,20
La dolce vita,1960,10
La dolce vita,1960,0
Rio Bravo,1959,2
Rio Bravo,1959,0
Rio Bravo,1959,8
Anatomy of a Murder,1959,1
Anatomy of a Murder,1959,0
Anatomy of a Murder,1959,15
Touch of Evil,1958,1
Touch of Evil,1958,0
Touch of Evil,1958,19
Cat on a Hot Tin Roof,1958,0
Sweet Smell of Success,1957,0
Sweet Smell of Success,1957,19
The Killing,1956,1
The Killing,1956,0
The Killing,1956,19
The Night of the Hunter,1955,1
The Night of the Hunter,1955,0
The Night of the Hunter,1955,19
La Strada,1954,0
Les diaboliques,1955,1
Les diaboliques,1955,0
Les diaboliques,1955,17
Stalag 17,1953,10
Stalag 17,1953,0
Stalag 17,1953,14
Roman Holiday,1953,10
Roman Holiday,1953,7
A Streetcar Named Desire,1951,0
In a Lonely Place,1950,0
In a Lonely Place,1950,19
In a Lonely Place,1950,15
Kind Hearts and Coronets,1949,10
Kind Hearts and Coronets,1949,1
Rope,1948,1
Rope,1948,0
Rope,1948,15
Out of the Past,1947,1
Out of the Past,1947,0
Out of the Past,1947,19
Brief Encounter,1945,0
Brief Encounter,1945,7
Laura,1944,0
Laura,1944,19
Laura,1944,15
The Best Years of Our Lives,1946,0
The Best Years of Our Lives,1946,7
The Best Years of Our Lives,1946,14
Arsenic and Old Lace,1942,10
Arsenic and Old Lace,1942,1
Arsenic and Old Lace,1942,11
The Maltese Falcon,1941,19
The Maltese Falcon,1941,15
The Grapes of Wrath,1940,0
The Grapes of Wrath,1940,5
The Wizard of Oz,1939,3
The Wizard of Oz,1939,13
The Wizard of Oz,1939,9
La règle du jeu,1939,10
La règle du jeu,1939,0
The Thin Man,1934,10
The Thin Man,1934,1
The Thin Man,1934,15
All Quiet on the Western Front,1930,0
All Quiet on the Western Front,1930,14
Bronenosets Potemkin,1925,0
Bronenosets Potemkin,1925,5
Bronenosets Potemkin,1925,11
Knives Out,2019,10
Knives Out,2019,1
Knives Out,2019,0
Dil Bechara,2020,10
Dil Bechara,2020,0
Dil Bechara,2020,7
Manbiki kazoku,2018,1
Manbiki kazoku,2018,0
Marriage Story,2019,10
Marriage Story,2019,0
Marriage Story,2019,7
Call Me by Your Name,2017,0
Call Me by Your Name,2017,7
"I, Daniel Blake",2016,0
Isle of Dogs,2018,12
Isle of Dogs,2018,3
Isle of Dogs,2018,10
Hunt for the Wilderpeople,2016,3
Hunt for the Wilderpeople,2016,10
Hunt for the Wilderpeople,2016,0
Captain Fantastic,2016,10
Captain Fantastic,2016,0
Sing Street,2016,10
Sing Street,2016,0
Sing Street,2016,16
Thor: Ragnarok,2017,2
Thor: Ragnarok,2017,3
Thor: Ragnarok,2017,10
Nightcrawler,2014,1
Nightcrawler,2014,0
Nightcrawler,2014,11
Jojo Rabbit,2019,10
Jojo Rabbit,2019,0
Jojo Rabbit,2019,14
Arrival,2016,0
Arrival,2016,6
Star Wars: Episode VII - The Force Awakens,2015,2
Star Wars: Episode VII - The Force Awakens,2015,3
Star Wars: Episode VII - The Force Awakens,2015,6
Before Midnight,2013,0
Before Midnight,2013,7
X-Men: Days of Future Past,2014,2
X-Men: Days of Future Past,2014,3
X-Men: Days of Future Past,2014,6
Bir Zamanlar Anadolu'da,2011,1
Bir Zamanlar Anadolu'da,2011,0
The Artist,2011,10
The Artist,2011,0
The Artist,2011,7
Edge of Tomorrow,2014,2
Edge of Tomorrow,2014,3
Edge of Tomorrow,2014,6
Amour,2012,0
Amour,2012,7
The Irishman,2019,4
The Irishman,2019,1
The Irishman,2019,0
Un prophète,2009,1
Un prophète,2009,0
Moon,2009,0
Moon,2009,15
Moon,2009,6
Låt den rätte komma in,2008,1
Låt den rätte komma in,2008,0
Låt den rätte komma in,2008,9
District 9,2009,2
District 9,2009,6
District 9,2009,11
The Wrestler,2008,0
The Wrestler,2008,20
Jab We Met,2007,10
Jab We Met,2007,0
Jab We Met,2007,7
Boyhood,2014,0
"4 luni, 3 saptamâni si 2 zile",2007,0
Star Trek,2009,2
Star Trek,2009,3
Star Trek,2009,6
In Bruges,2008,10
In Bruges,2008,1
In Bruges,2008,0
The Man from Earth,2007,0
The Man from Earth,2007,9
The Man from Earth,2007,15
Letters from Iwo Jima,2006,2
Letters from Iwo Jima,2006,3
Letters from Iwo Jima,2006,0
The Fall,2006,3
The Fall,2006,0
The Fall,2006,9
Life of Pi,2012,3
Life of Pi,2012,0
Life of Pi,2012,9
Fantastic Mr. Fox,2009,12
Fantastic Mr. Fox,2009,3
Fantastic Mr. Fox,2009,10
C.R.A.Z.Y.,2005,10
C.R.A.Z.Y.,2005,0
Les choristes,2004,0
Les choristes,2004,16
Iron Man,2008,2
Iron Man,2008,3
Iron Man,2008,6
Shaun of the Dead,2004,10
Shaun of the Dead,2004,17
Gegen die Wand,2004,0
Gegen die Wand,2004,7
Mystic River,2003,1
Mystic River,2003,0
Mystic River,2003,15
Harry Potter and the Prisoner of Azkaban,2004,3
Harry Potter and the Prisoner of Azkaban,2004,13
Harry Potter and the Prisoner of Azkaban,2004,9
Ying xiong,2002,2
Ying xiong,2002,3
Ying xiong,2002,5
Hable con ella,2002,0
Hable con ella,2002,15
Hable con ella,2002,7
No Man's Land,2001,10
No Man's Land,2001,0
No Man's Land,2001,14
Cowboy Bebop: Tengoku no tobira,2001,12
Cowboy Bebop: Tengoku no tobira,2001,2
Cowboy Bebop: Tengoku no tobira,2001,1
The Bourne Identity,2002,2
The Bourne Identity,2002,15
The Bourne Identity,2002,11
Nueve reinas,2000,1
Nueve reinas,2000,0
Nueve reinas,2000,11
Children of Men,2006,3
Children of Men,2006,0
Children of Men,2006,6
Almost Famous,2000,3
Almost Famous,2000,10
Almost Famous,2000,0
Mulholland Dr.,2001,0
Mulholland Dr.,2001,15
Mulholland Dr.,2001,11
Toy Story 2,1999,12
Toy Story 2,1999,3
Toy Story 2,1999,10
Boogie Nights,1997,0
Mimi wo sumaseba,1995,12
Mimi wo sumaseba,1995,0
Mimi wo sumaseba,1995,13
Once Were Warriors,1994,1
Once Were Warriors,1994,0
True Romance,1993,1
True Romance,1993,0
True Romance,1993,7
Trois couleurs: Bleu,1993,0
Trois couleurs: Bleu,1993,16
Trois couleurs: Bleu,1993,15
Jûbê ninpûchô,1993,12
Jûbê ninpûchô,1993,2
Jûbê ninpûchô,1993,3
Carlito's Way,1993,1
Carlito's Way,1993,0
Carlito's Way,1993,11
Edward Scissorhands,1990,0
Edward Scissorhands,1990,9
Edward Scissorhands,1990,7
My Left Foot: The Story of Christy Brown,1989,4
My Left Foot: The Story of Christy Brown,1989,0
Crimes and Misdemeanors,1989,10
Crimes and Misdemeanors,1989,0
The Untouchables,1987,1
The Untouchables,1987,0
The Untouchables,1987,11
Hannah and Her Sisters,1986,10
Hannah and Her Sisters,1986,0
Brazil,1985,0
Brazil,1985,6
This Is Spinal Tap,1984,10
This Is Spinal Tap,1984,16
A Christmas Story,1983,10
A Christmas Story,1983,13
The Blues Brothers,1980,2
The Blues Brothers,1980,3
The Blues Brothers,1980,10
Manhattan,1979,10
Manhattan,1979,0
Manhattan,1979,7
All That Jazz,1979,0
All That Jazz,1979,16
All That Jazz,1979,18
Dawn of the Dead,1978,2
Dawn of the Dead,1978,3
Dawn of the Dead,1978,17
All the President's Men,1976,4
All the President's Men,1976,0
All the President's Men,1976,5
La montaña sagrada,1973,3
La montaña sagrada,1973,0
La montaña sagrada,1973,9
Amarcord,1973,10
Amarcord,1973,0
Amarcord,1973,13
Le charme discret de la bourgeoisie,1972,10
"Aguirre, der Zorn Gottes",1972,2
"Aguirre, der Zorn Gottes",1972,3
"Aguirre, der Zorn Gottes",1972,4
Harold and Maude,1971,10
Harold and Maude,1971,0
Harold and Maude,1971,7
Patton,1970,4
Patton,1970,0
Patton,1970,14
The Wild Bunch,1969,2
The Wild Bunch,1969,3
The Wild Bunch,1969,8
Night of the Living Dead,1968,17
Night of the Living Dead,1968,11
The Lion in Winter,1968,4
The Lion in Winter,1968,0
The Lion in Winter,1968,5
In the Heat of the Night,1967,1
In the Heat of the Night,1967,0
In the Heat of the Night,1967,15
Charade,1963,10
Charade,1963,15
Charade,1963,7
The Manchurian Candidate,1962,0
The Manchurian Candidate,1962,11
Spartacus,1960,3
Spartacus,1960,4
Spartacus,1960,0
L'avventura,1960,0
L'avventura,1960,15
Hiroshima mon amour,1959,0
Hiroshima mon amour,1959,7
The Ten Commandments,1956,3
The Ten Commandments,1956,0
The Searchers,1956,3
The Searchers,1956,0
The Searchers,1956,8
East of Eden,1955,0
High Noon,1952,0
High Noon,1952,11
High Noon,1952,8
Strangers on a Train,1951,1
Strangers on a Train,1951,19
Strangers on a Train,1951,11
Harvey,1950,10
Harvey,1950,0
Harvey,1950,9
Miracle on 34th Street,1947,10
Miracle on 34th Street,1947,0
Miracle on 34th Street,1947,13
Notorious,1946,0
Notorious,1946,19
Notorious,1946,7
The Big Sleep,1946,1
The Big Sleep,1946,19
The Big Sleep,1946,15
The Lost Weekend,1945,0
The Lost Weekend,1945,19
The Philadelphia Story,1940,10
The Philadelphia Story,1940,7
His Girl Friday,1940,10
His Girl Friday,1940,0
His Girl Friday,1940,7
The Adventures of Robin Hood,1938,2
The Adventures of Robin Hood,1938,3
The Adventures of Robin Hood,1938,7
A Night at the Opera,1935,10
A Night at the Opera,1935,16
A Night at the Opera,1935,18
King Kong,1933,3
King Kong,1933,17
King Kong,1933,6
Freaks,1932,0
Freaks,1932,17
Nosferatu,1922,9
Nosferatu,1922,17
The Gentlemen,2019,2
The Gentlemen,2019,10
The Gentlemen,2019,1
Raazi,2018,2
Raazi,2018,0
Raazi,2018,11
Sound of Metal,2019,0
Sound of Metal,2019,16
Forushande,2016,0
Dunkirk,2017,2
Dunkirk,2017,0
Dunkirk,2017,5
Perfetti sconosciuti,2016,10
Perfetti sconosciuti,2016,0
Hidden Figures,2016,4
Hidden Figures,2016,0
Hidden Figures,2016,5
Paddington 2,2017,3
Paddington 2,2017,10
Paddington 2,2017,13
Udta Punjab,2016,2
Udta Punjab,2016,1
Udta Punjab,2016,0
Kubo and the Two Strings,2016,12
Kubo and the Two Strings,2016,2
Kubo and the Two Strings,2016,3
M.S. Dhoni: The Untold Story,2016,4
M.S. Dhoni: The Untold Story,2016,0
M.S. Dhoni: The Untold Story,2016,20
Manchester by the Sea,2016,0
Under sandet,2015,0
Under sandet,2015,5
Under sandet,2015,14
Rogue One,2016,2
Rogue One,2016,3
Rogue One,2016,6
Captain America: Civil War,2016,2
Captain America: Civil War,2016,3
Captain America: Civil War,2016,6
The Hateful Eight,2015,1
The Hateful Eight,2015,0
The Hateful Eight,2015,15
Little Women,2019,0
Little Women,2019,7
Loving Vincent,2017,12
Loving Vincent,2017,4
Loving Vincent,2017,1
Pride,2014,4
Pride,2014,10
Pride,2014,0
Le passé,2013,0
Le passé,2013,15
La grande bellezza,2013,0
The Lunchbox,2013,0
The Lunchbox,2013,7
Vicky Donor,2012,10
Vicky Donor,2012,7
Big Hero 6,2014,12
Big Hero 6,2014,2
Big Hero 6,2014,3
About Time,2013,10
About Time,2013,0
About Time,2013,9
English Vinglish,2012,10
English Vinglish,2012,0
English Vinglish,2012,13
Kaze tachinu,2013,12
Kaze tachinu,2013,4
Kaze tachinu,2013,0
Toy Story 4,2019,12
Toy Story 4,2019,3
Toy Story 4,2019,10
La migliore offerta,2013,1
La migliore offerta,2013,0
La migliore offerta,2013,15
Moonrise Kingdom,2012,10
Moonrise Kingdom,2012,0
Moonrise Kingdom,2012,7
How to Train Your Dragon 2,2014,12
How to Train Your Dragon 2,2014,2
How to Train Your Dragon 2,2014,3
The Big Short,2015,4
The Big Short,2015,10
The Big Short,2015,0
Kokuhaku,2010,0
Kokuhaku,2010,11
Ang-ma-reul bo-at-da,2010,2
Ang-ma-reul bo-at-da,2010,1
Ang-ma-reul bo-at-da,2010,0
The Girl with the Dragon Tattoo,2011,1
The Girl with the Dragon Tattoo,2011,0
The Girl with the Dragon Tattoo,2011,15
Captain Phillips,2013,3
Captain Phillips,2013,4
Captain Phillips,2013,1
Ajeossi,2010,2
Ajeossi,2010,1
Ajeossi,2010,0
Straight Outta Compton,2015,4
Straight Outta Compton,2015,0
Straight Outta Compton,2015,5
Madeo,2009,1
Madeo,2009,0
Madeo,2009,15
Chugyeokja,2008,2
Chugyeokja,2008,1
Chugyeokja,2008,11
The Hobbit: The Desolation of Smaug,2013,3
The Hobbit: The Desolation of Smaug,2013,9
Das weiße Band - Eine deutsche Kindergeschichte,2009,0
Das weiße Band - Eine deutsche Kindergeschichte,2009,5
Das weiße Band - Eine deutsche Kindergeschichte,2009,15
Män som hatar kvinnor,2009,1
Män som hatar kvinnor,2009,0
Män som hatar kvinnor,2009,15
The Trial of the Chicago 7,2020,0
The Trial of the Chicago 7,2020,5
The Trial of the Chicago 7,2020,11
Druk,2020,10
Druk,2020,0
The Fighter,2010,4
The Fighter,2010,0
The Fighter,2010,20
Taken,2008,2
Taken,2008,11
The Boy in the Striped Pyjamas,2008,0
The Boy in the Striped Pyjamas,2008,5
The Boy in the Striped Pyjamas,2008,14
Once,2007,0
Once,2007,16
Once,2007,7
The Hobbit: An Unexpected Journey,2012,3
The Hobbit: An Unexpected Journey,2012,9
Auf der anderen Seite,2007,0
Atonement,2007,0
Atonement,2007,15
Atonement,2007,7
Drive,2011,1
Drive,2011,0
American Gangster,2007,4
American Gangster,2007,1
American Gangster,2007,0
Avatar,2009,2
Avatar,2009,3
Avatar,2009,9
Mr. Nobody,2009,0
Mr. Nobody,2009,9
Mr. Nobody,2009,7
Apocalypto,2006,2
Apocalypto,2006,3
Apocalypto,2006,0
Little Miss Sunshine,2006,10
Little Miss Sunshine,2006,0
Hot Fuzz,2007,2
Hot Fuzz,2007,10
Hot Fuzz,2007,15
The Curious Case of Benjamin Button,2008,0
The Curious Case of Benjamin Button,2008,9
The Curious Case of Benjamin Button,2008,7
Veer-Zaara,2004,0
Veer-Zaara,2004,13
Veer-Zaara,2004,18
Adams æbler,2005,10
Adams æbler,2005,1
Adams æbler,2005,0
Pride & Prejudice,2005,0
Pride & Prejudice,2005,7
The World's Fastest Indian,2005,4
The World's Fastest Indian,2005,0
The World's Fastest Indian,2005,20
Tôkyô goddofâzâzu,2003,12
Tôkyô goddofâzâzu,2003,3
Tôkyô goddofâzâzu,2003,10
Serenity,2005,2
Serenity,2005,3
Serenity,2005,6
Walk the Line,2005,4
Walk the Line,2005,0
Walk the Line,2005,16
Ondskan,2003,0
The Notebook,2004,0
The Notebook,2004,7
Diarios de motocicleta,2004,3
Diarios de motocicleta,2004,4
Diarios de motocicleta,2004,0
Lilja 4-ever,2002,1
Lilja 4-ever,2002,0
Les triplettes de Belleville,2003,12
Les triplettes de Belleville,2003,10
Les triplettes de Belleville,2003,0
Gongdong gyeongbi guyeok JSA,2000,2
Gongdong gyeongbi guyeok JSA,2000,0
Gongdong gyeongbi guyeok JSA,2000,11
The Count of Monte Cristo,2002,2
The Count of Monte Cristo,2002,3
The Count of Monte Cristo,2002,0
Waking Life,2001,12
Waking Life,2001,0
Waking Life,2001,9
Remember the Titans,2000,4
Remember the Titans,2000,0
Remember the Titans,2000,20
Wo hu cang long,2000,2
Wo hu cang long,2000,3
Wo hu cang long,2000,9
Todo sobre mi madre,1999,0
Cast Away,2000,3
Cast Away,2000,0
Cast Away,2000,7
The Boondock Saints,1999,2
The Boondock Saints,1999,1
The Boondock Saints,1999,11
The Insider,1999,4
The Insider,1999,0
The Insider,1999,11
October Sky,1999,4
October Sky,1999,0
October Sky,1999,13
Shrek,2001,12
Shrek,2001,3
Shrek,2001,10
Titanic,1997,0
Titanic,1997,7
Hana-bi,1997,1
Hana-bi,1997,0
Hana-bi,1997,7
Gattaca,1997,0
Gattaca,1997,6
Gattaca,1997,11
The Game,1997,2
The Game,1997,0
The Game,1997,15
Breaking the Waves,1996,0
Ed Wood,1994,4
Ed Wood,1994,10
Ed Wood,1994,0
What's Eating Gilbert Grape,1993,0
Tombstone,1993,2
Tombstone,1993,4
Tombstone,1993,0
The Sandlot,1993,10
The Sandlot,1993,0
The Sandlot,1993,13
The Remains of the Day,1993,0
The Remains of the Day,1993,7
Naked,1993,10
Naked,1993,0
The Fugitive,1993,2
The Fugitive,1993,1
The Fugitive,1993,0
A Bronx Tale,1993,1
A Bronx Tale,1993,0
A Bronx Tale,1993,7
Batman: Mask of the Phantasm,1993,12
Batman: Mask of the Phantasm,1993,2
Batman: Mask of the Phantasm,1993,1
Lat sau san taam,1992,2
Lat sau san taam,1992,1
Lat sau san taam,1992,11
Night on Earth,1991,10
Night on Earth,1991,0
La double vie de Véronique,1991,0
La double vie de Véronique,1991,9
